gene_id,gene,Product,Note,Locus,Protein ID,COG Class,COG Annotation,GeneID,Protein product,Protein Length,Protein name,FPKM of control-1,FPKM of control-2,FPKM of control-3,FPKM of Flu30d-Amor-1,FPKM of Flu30d-Amor-2
polA,polA,5' to 3' DNA polymerase and 3' to 5'/5' to 3' exonuclease,DNA polymerase I%2C 3' --> 5' polymerase%2C 5' --> 3' and 3' --> 5' exonuclease,NC_000913.3:4046965-4049752,16131704,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG0749] DNA polymerase I - 3'-5' exonuclease and polymerase domains,948356,NP_418300.1,928,5\' to 3\' DNA polymerase and 3\' to 5\'/5\' to 3\' exonuclease,47.1506,44.1233,50.7005,69.8825,74.2218
polB,polB,DNA polymerase II,,NC_000913.3:63428-65780,16128054,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG0417] DNA polymerase elongation subunit (family B),944779,NP_414602.1,783,DNA polymerase II,6.67468,7.34131,5.98713,4.49021,4.72994
potA,potA,spermidine/putrescine ABC transporter ATPase,ATP-binding component of spermidine/putrescine transport,NC_000913.3:1184457-1185594,16129089,(METABOLISM) [E] Amino acid transport and metabolism,"[COG3842] ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components",946323,NP_415644.1,378,spermidine/putrescine ABC transporter ATPase,19.1889,23.4366,21.2033,16.4476,17.1592
potB,potB,spermidine/putrescine ABC transporter permease,spermidine/putrescine transport system permease%3B membrane component of ABC superfamily,NC_000913.3:1181782-1184444,162135921,(METABOLISM) [E] Amino acid transport and metabolism,"[COG1176] ABC-type spermidine/putrescine transport system, permease component I",945692,NP_415643.3,275,spermidine/putrescine ABC transporter permease,6.98192,7.46325,10.0003,11.1736,11.5456
potC,potC,spermidine/putrescine ABC transporter permease,spermidine/putrescine transport system permease%3B membrane component of ABC superfamily,NC_000913.3:1181782-1184444,16129087,(METABOLISM) [E] Amino acid transport and metabolism,"[COG1177] ABC-type spermidine/putrescine transport system, permease component II",945691,NP_415642.1,264,spermidine/putrescine ABC transporter permease,6.46101,6.54279,8.49901,12.8017,11.5504
potD,potD,spermidine/putrescine ABC transporter periplasmic binding protein,spermidine/putrescine periplasmic transport protein%3B periplasmic-binding component of ABC superfamily,NC_000913.3:1181782-1184444,16129086,(METABOLISM) [E] Amino acid transport and metabolism,[COG0687] Spermidine/putrescine-binding periplasmic protein,945682,NP_415641.1,348,spermidine/putrescine ABC transporter periplasmic binding protein,20.6979,18.1471,34.5735,74.9141,75.3045
potE,potE,putrescine/proton symporter: putrescine/ornithine antiporter,putrescine transport protein,NC_000913.3:716945-720460,16128668,(METABOLISM) [E] Amino acid transport and metabolism,[COG0531] Amino acid transporter,945422,NP_415219.1,439,putrescine/proton symporter: putrescine/ornithine antiporter,2.95059,2.90923,3.37087,3.35471,3.38976
potF,potF,putrescine ABC transporter periplasmic binding protein,periplasmic putrescine-binding protein%3B permease protein,NC_000913.3:893783-894896,16128822,(METABOLISM) [E] Amino acid transport and metabolism,[COG0687] Spermidine/putrescine-binding periplasmic protein,945480,NP_415375.1,370,putrescine ABC transporter periplasmic binding protein,2.23828,2.12484,3.63439,3.21613,2.86583
potG,potG,putrescine ABC transporter ATPase,ATP-binding component of putrescine transport system,NC_000913.3:894990-896124,90111177,(METABOLISM) [E] Amino acid transport and metabolism,"[COG3842] ABC-type Fe3+/spermidine/putrescine transport systems, ATPase components",945476,NP_415376.4,377,putrescine ABC transporter ATPase,1.32547,1.59924,3.55577,1.70087,3.12953
potH,potH,putrescine ABC transporter permease,putrescine transport protein%3B permease,NC_000913.3:896133-897929,16128824,(METABOLISM) [E] Amino acid transport and metabolism,"[COG1176] ABC-type spermidine/putrescine transport system, permease component I",945475,NP_415377.1,317,putrescine ABC transporter permease,1.27317,0.980986,3.15259,2.40087,2.4839
potI,potI,putrescine ABC transporter permease,putrescine transport protein%3B permease,NC_000913.3:896133-897929,16128825,(METABOLISM) [E] Amino acid transport and metabolism,"[COG1177] ABC-type spermidine/putrescine transport system, permease component II",945485,NP_415378.1,281,putrescine ABC transporter permease,3.11238,3.25515,5.33642,2.05498,5.20159
poxB,poxB,pyruvate dehydrogenase%2C thiamine triphosphate-binding%2C FAD-binding,pyruvate oxidase,NC_000913.3:909330-911049,16128839,(METABOLISM) [E] Amino acid transport and metabolism; [H] Coenzyme transport and metabolism,[COG0028] Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme,946132,NP_415392.1,572,"pyruvate dehydrogenase, thiamine triphosphate-binding, FAD-binding",9.02908,9.02418,9.20375,5.89176,5.4824
ppa,ppa,inorganic pyrophosphatase,,NC_000913.3:4449121-4449652,16132048,(METABOLISM) [C] Energy production and conversion; [P] Inorganic ion transport and metabolism,[COG0221] Inorganic pyrophosphatase,948748,NP_418647.1,176,inorganic pyrophosphatase,269.886,306.414,151.194,361.005,368.027
ppc,ppc,phosphoenolpyruvate carboxylase,,NC_000913.3:4150446-4153098,16131794,(METABOLISM) [C] Energy production and conversion,[COG2352] Phosphoenolpyruvate carboxylase,948457,NP_418391.1,883,phosphoenolpyruvate carboxylase,29.577,31.1204,30.4368,81.5041,110.384
ppdA,ppdA,putative prepilin peptidase-dependent protein,prepilin peptidase dependent protein A,NC_000913.3:2962440-2964177,16130730,"(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility; [U] Intracellular trafficking, secretion, and vesicular transport; [W] Extracellular structures","[COG2165] Type II secretory pathway, pseudopilin PulG",945393,NP_417303.1,156,putative prepilin peptidase-dependent protein,3.99023,3.34158,4.15224,2.67809,3.53108
ppdB,ppdB,putative prepilin peptidase-dependent protein,prepilin peptidase dependent protein B,NC_000913.3:2962440-2964177,16130729,"(CELLULAR PROCESSES AND SIGNALING) [U] Intracellular trafficking, secretion, and vesicular transport","[COG4795] Type II secretory pathway, component PulJ",948985,NP_417302.1,187,putative prepilin peptidase-dependent protein,4.8791,4.11501,7.17686,5.55656,6.99577
ppdC,ppdC,putative prepilin peptidase-dependent protein,prepilin peptidase dependent protein C,NC_000913.3:2962440-2964177,16130727,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility; [W] Extracellular structures,[COG4967] Tfp pilus assembly protein PilV,945797,NP_417300.1,107,putative prepilin peptidase-dependent protein,5.85476,4.41872,3.94686,4.0697,5.60321
ppdD,ppdD,putative prepilin peptidase-dependent pilin,prelipin peptidase dependent protein,NC_000913.3:117108-117549,16128101,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility; [W] Extracellular structures,"[COG4969] Tfp pilus assembly protein, major pilin PilA",945817,NP_414650.1,146,putative prepilin peptidase-dependent pilin,0.401725,0.739657,1.60978,0.889825,2.30458
pphA,pphA,serine/threonine-specific protein phosphatase 1,,NC_000913.3:1922312-1922969,90111344,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,"[COG0639] Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family",946356,NP_416352.4,218,serine/threonine-specific protein phosphatase 1,4.07508,5.33011,6.34326,3.3418,2.83298
pphB,pphB,serine/threonine-specific protein phosphatase 2,protein phosphatase 2,NC_000913.3:2859759-2860416,16130641,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,"[COG0639] Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family",947196,NP_417214.1,218,serine/threonine-specific protein phosphatase 2,2.82992,2.82182,1.68291,2.00508,1.41649
ppiA,ppiA,peptidyl-prolyl cis-trans isomerase A (rotamase A),,NC_000913.3:3491724-3492297,16131242,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0652] Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family,947870,NP_417822.1,190,peptidyl-prolyl cis-trans isomerase A (rotamase A),42.9497,49.5609,36.6564,51.9318,53.0133
ppiB,ppiB,peptidyl-prolyl cis-trans isomerase B (rotamase B),,NC_000913.3:553942-554437,16128509,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0652] Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family,949038,NP_415058.1,164,peptidyl-prolyl cis-trans isomerase B (rotamase B),260.364,223.815,124.625,118.78,97.7889
ppiC,ppiC,peptidyl-prolyl cis-trans isomerase C (rotamase C),,NC_000913.3:3959531-3959813,16131633,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0760] Parvulin-like peptidyl-prolyl isomerase,948285,NP_418223.1,93,peptidyl-prolyl cis-trans isomerase C (rotamase C),77.7717,60.1028,23.2099,28.5461,27.5227
ppiD,ppiD,periplasmic folding chaperone%2C has an inactive PPIase domain,,NC_000913.3:461914-463786,16128426,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0760] Parvulin-like peptidyl-prolyl isomerase,946056,NP_414975.1,623,"periplasmic folding chaperone, has an inactive PPIase domain",50.178,56.9464,38.6812,56.9789,50.3825
ppk,ppk,polyphosphate kinase%2C component of RNA degradosome,polyphosphate kinase,NC_000913.3:2623043-2625110,16130426,(METABOLISM) [P] Inorganic ion transport and metabolism,[COG0855] Polyphosphate kinase,946971,NP_416996.1,688,"polyphosphate kinase, component of RNA degradosome",36.1327,33.9998,29.884,30.4091,30.5156
pppA,pppA,bifunctional prepilin leader peptidase/ methylase,,NC_000913.3:3113542-3114352,90111523,"(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility; [U] Intracellular trafficking, secretion, and vesicular transport",[COG1989] Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase,947467,NP_417446.4,269,bifunctional prepilin leader peptidase/ methylase,1.29686,2.1572,2.37198,1.78644,2.55041
ppsA,ppsA,phosphoenolpyruvate synthase,,NC_000913.3:1784733-1787112,16129658,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG1080] Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria),946209,NP_416217.1,792,phosphoenolpyruvate synthase,96.3241,110.3,119.293,157.703,105.438
ppsR,ppsR,PEP synthase kinase and PEP synthase pyrophosphorylase,,NC_000913.3:1787444-1788278,16129659,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,"[COG1806] Regulator of PEP synthase PpsR, kinase-PPPase family (combines ADP:protein kinase and phosphorylase activities)",946207,NP_416218.1,277,PEP synthase kinase and PEP synthase pyrophosphorylase,11.9216,15.7952,17.8204,17.9641,15.9804
pptA,pptA,4-oxalocrotonate tautomerase,,NC_000913.3:1533051-1533851,16129420,"(METABOLISM) [Q] Secondary metabolites biosynthesis, transport and catabolism","[COG1942] Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family",945731,NP_415978.1,77,4-oxalocrotonate tautomerase,29.2126,27.167,15.8945,17.2443,12.2066
ppx,ppx,exopolyphosphatase,,NC_000913.3:2625114-2626656,16130427,(CELLULAR PROCESSES AND SIGNALING | METABOLISM) [F] Nucleotide transport and metabolism; [T] Signal transduction mechanisms; [P] Inorganic ion transport and metabolism,[COG0248] Exopolyphosphatase/pppGpp-phosphohydrolase,946970,NP_416997.1,513,exopolyphosphatase,21.0242,20.0225,16.737,22.6982,22.3705
pqiA,pqiA,paraquat-inducible%2C SoxRS-regulated inner membrane protein,paraquat-inducible protein A,NC_000913.3:1012000-1013254,16128917,(POORLY CHARACTERIZED) [S] Function unknown,[COG2995] Uncharacterized paraquat-inducible protein A,944999,NP_415470.1,417,"paraquat-inducible, SoxRS-regulated inner membrane protein",7.28383,4.88823,6.73942,6.28253,6.03155
pqiB,pqiB,paraquat-inducible%2C SoxRS-regulated MCE domain protein,,NC_000913.3:1013258-1015459,16128918,(POORLY CHARACTERIZED) [S] Function unknown,[COG3008] Paraquat-inducible protein B,945653,NP_415471.1,546,"paraquat-inducible, SoxRS-regulated MCE domain protein",10.0355,8.09743,8.78114,10.5053,9.83493
pqiC,pqiC,DUF330 family putative lipoprotein,,NC_000913.3:1013258-1015459,145698237,(POORLY CHARACTERIZED) [S] Function unknown,[COG3009] Uncharacterized lipoprotein YmbA,946972,NP_415472.2,187,DUF330 family putative lipoprotein,11.1522,12.4736,10.845,16.2581,12.7196
pqqL,pqqL,putative periplasmic M16 family zinc metalloendopeptidase,putative zinc protease,NC_000913.3:1572406-1575202,16129453,(POORLY CHARACTERIZED) [R] General function prediction only,[COG0612] Predicted Zn-dependent peptidase,946059,NP_416011.1,931,putative periplasmic M16 family zinc metalloendopeptidase,2.25379,2.04799,2.13666,1.16073,1.72575
prc,prc,carboxy-terminal protease for penicillin-binding protein 3,,NC_000913.3:1912767-1914816,16129784,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones","[COG0793] C-terminal processing protease CtpA/Prc, contains a PDZ domain",946096,NP_416344.1,682,carboxy-terminal protease for penicillin-binding protein 3,30.2742,31.9055,23.2541,36.2611,36.7682
preA,preA,dihydropyrimidine dehydrogenase%2C NADH-dependent%2C subunit C,putative oxidoreductase,NC_000913.3:2234032-2236500,90111398,(METABOLISM) [F] Nucleotide transport and metabolism,"[COG1146] NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit",949037,NP_416652.4,411,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C",257.539,202.806,223.749,363.031,524.505
preT,preT,dihydropyrimidine dehydrogenase%2C NADH-dependent%2C subunit N,putative oxidoreductase,NC_000913.3:2234032-2236500,16130084,(METABOLISM) [E] Amino acid transport and metabolism; [R] General function prediction only,[COG0493] NADPH-dependent glutamate synthase beta chain or related oxidoreductase,949049,NP_416651.1,412,"dihydropyrimidine dehydrogenase, NADH-dependent, subunit N",267.847,260.851,219.203,347.131,538.797
prfA,prfA,peptide chain release factor RF-1,,NC_000913.3:1265011-1267316,16129174,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG0216] Protein chain release factor A,949002,NP_415729.1,360,peptide chain release factor RF-1,16.6043,20.1392,15.9847,16.156,15.969
prfB,prfB,peptide chain release factor RF-2,an in-frame premature UGA termination codon is located within the prfB sequence%2C and a naturally occuring +1 frameshift is required for synthesis of RF-2,NC_000913.3:3035183-3036282,16130793,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG1186] Protein chain release factor B,947369,NP_417367.1,365,peptide chain release factor RF-2,35.75,45.5085,27.5291,60.0792,59.0577
prfC,prfC,peptide chain release factor RF-3,,NC_000913.3:4609413-4611003,16132193,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG4108] Peptide chain release factor RF-3,948897,NP_418792.1,529,peptide chain release factor RF-3,11.806,13.1422,13.3065,26.0441,34.7264
prfH,prfH,,pseudogene%2C RF-1 domain family~probable peptide chain release factor,NC_000913.3:253701-254202,-,-,-,-,-,-,-,0.826616,1.06661,1.13522,0.732276,0.567107
priA,priA,Primosome factor n' (replication factor Y),primosomal protein N'(%3D factor Y)(putative helicase),NC_000913.3:4124611-4126810,16131773,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG1198] Primosomal protein N' (replication factor Y) - superfamily II helicase,948426,NP_418370.1,732,Primosome factor n\' (replication factor Y),5.71888,7.23035,5.18107,4.6653,4.37292
priB,priB,primosomal protein N,primosomal replication protein N,NC_000913.3:4425519-4425834,16132023,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG2965] Primosomal replication protein N,948722,NP_418622.1,104,primosomal protein N,292.804,342.226,287.578,454.556,479.865
priC,priC,primosomal replication protein N'',,NC_000913.3:490284-490812,16128451,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG3923] Primosomal replication protein N'',945071,NP_415000.1,175,primosomal replication protein N\'\',14.2404,15.954,10.8633,11.9815,8.39412
prkB,prkB,putative phosphoribulokinase,probable phosphoribulokinase,NC_000913.3:3484489-3485359,16131234,(METABOLISM) [G] Carbohydrate transport and metabolism,[COG3954] Phosphoribulokinase,947862,NP_417814.1,289,putative phosphoribulokinase,23.8173,23.9902,15.0135,16.5828,17.3142
prlC,prlC,oligopeptidase A,,NC_000913.3:3643139-3645182,16131370,(METABOLISM) [E] Amino acid transport and metabolism,[COG0339] Zn-dependent oligopeptidase,948016,NP_417955.1,680,oligopeptidase A,14.0539,15.4936,13.5005,34.268,34.9038
prlF,prlF,antitoxin of the SohA(PrlF)-YhaV toxin-antitoxin system,putative protease%3B htrA suppressor protein,NC_000913.3:3277001-3277801,16131021,(CELLULAR PROCESSES AND SIGNALING | INFORMATION STORAGE AND PROCESSING) [K] Transcription; [V] Defense mechanisms,[COG2002] Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module,947639,NP_417598.1,111,antitoxin of the SohA(PrlF)-YhaV toxin-antitoxin system,90.861,76.8519,57.7623,37.9393,36.4936
prmA,prmA,methyltransferase for 50S ribosomal subunit protein L11,,NC_000913.3:3409069-3409951,16131147,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG2264] Ribosomal protein L11 methylase PrmA,947708,NP_417725.1,293,methyltransferase for 50S ribosomal subunit protein L11,7.15833,8.77478,6.93674,8.95693,10.5844
prmB,prmB,N5-glutamine methyltransferase,putative adenine-specific methylase,NC_000913.3:2447507-2448440,90111419,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG2890] Methylase of polypeptide chain release factors,946805,NP_416833.4,310,N5-glutamine methyltransferase,28.8456,32.7822,23.1684,22.8402,25.0268
