antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source,Product,Note,Locus,Protein ID,COG Class,COG Annotation,GeneID,Protein product,Protein Length,Protein name
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ycgJ,ycgJ,6.91524,-0.7635221368271519,0.5890564753757473,0.29676443342929465,0.5060112055255533,0.22588028640408658,BH_from_pvalue,uncharacterized protein,,NC_000913.3:1226599-1226968,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yraJ,yraJ,3.7491619999999997,-0.3217092089065243,0.800121385368459,0.02841437836039626,0.19855250707213482,0.22587995761081978,BH_from_pvalue,putative outer membrane protein,putative outer membrane protein,NC_000913.3:3288813-3291330,16131036,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility; [W] Extracellular structures,[COG3188] Outer membrane usher protein FimD/PapC,947656,NP_417613.1,838,putative outer membrane protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ahpF,ahpF,82.99404,0.5904084185754694,1.5056729343335302,0.20911909901296605,0.41506831422457635,0.22546541416763594,BH_from_pvalue,alkyl hydroperoxide reductase%2C F52a subunit%2C FAD/NAD(P)-binding,alkyl hydroperoxide reductase%2C F52a subunit%3B detoxification of hydroperoxides,NC_000913.3:639752-641318,90111152,(CELLULAR PROCESSES AND SIGNALING) [V] Defense mechanisms,[COG3634] Alkyl hydroperoxide reductase subunit AhpF,947540,NP_415139.2,521,"alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rem,rem,4.982165999999999,-0.7203427258369066,0.6069532375938029,0.2784509048841283,0.48665919124764406,0.2253052464581221,BH_from_pvalue,Qin prophage%3B uncharacterized protein,,NC_000913.3:1631001-1652708,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yehU,yehU,9.542232,-0.46799152381679354,0.7229703948867799,0.13312757990931642,0.3306067830899809,0.2249580220181244,BH_from_pvalue,inner membrane putative sensory kinase in two-component system with YehT,putative 2-component sensor protein,NC_000913.3:2212242-2214644,16130064,(CELLULAR PROCESSES AND SIGNALING) [T] Signal transduction mechanisms,"[COG3275] Sensor histidine kinase, LytS/YehU family",949027,NP_416630.1,561,inner membrane putative sensory kinase in two-component system with YehT
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rnpA,rnpA,51.239940000000004,-0.5915070288700486,0.6636493015533805,0.21205576707528415,0.416993054337087,0.22469647233179257,BH_from_pvalue,protein C5 component of RNase P,RNase P is an essential enzyme responsible for the processing of the 5' ends of precursors to tRNA%2C 4.5S RNA%2C and other naturally occurring stable RNA molecules%3B RNase P also affects gene expression of polycistronic operon mRNAs,NC_000913.3:3884492-3885073,16131572,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG0594] RNase P protein component,948215,NP_418159.1,119,protein C5 component of RNase P
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ydcV,ydcV,2.2161459999999997,0.5099256402534731,1.4239767987393328,0.1571535010683227,0.3630759661422796,0.22436855566471361,BH_from_pvalue,putative ABC transporter permease,membrane component of ABC superfamily,NC_000913.3:1513830-1515556,16129402,(METABOLISM) [E] Amino acid transport and metabolism,"[COG1177] ABC-type spermidine/putrescine transport system, permease component II",945903,NP_415960.1,264,putative ABC transporter permease
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ymjA,ymjA,17.708216,-0.8967633813415485,0.5370903176053373,0.3563869638467467,0.5622376906611326,0.2242626258681535,BH_from_pvalue,DUF2543 family protein,,NC_000913.3:1357422-1357668,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,wcaJ,wcaJ,1.885681,0.7031196468459537,1.6280213810343291,0.2726646765204018,0.48018320406203674,0.2240090221491869,BH_from_pvalue,colanic biosynthesis UDP-glucose lipid carrier transferase,putative UDP-glucose lipid carrier transferase,NC_000913.3:2120159-2121554,16129987,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,"[COG2148] Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)",946583,NP_416551.1,464,colanic biosynthesis UDP-glucose lipid carrier transferase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,glxR,glxR,1.4431502000000003,0.6515538882428219,1.5708592154013916,0.24554588815808304,0.4534077939589604,0.2238159399137192,BH_from_pvalue,tartronate semialdehyde reductase%2C NADH-dependent,,NC_000913.3:536585-537464,16128493,(METABOLISM) [I] Lipid transport and metabolism,[COG2084] 3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase,945146,NP_415042.1,292,"tartronate semialdehyde reductase, NADH-dependent"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,sfmH,sfmH,0.932673,0.5980716104935679,1.5136919256432675,0.21704225937965227,0.4226912243036797,0.22366488832835643,BH_from_pvalue,FimA homolog%2C function unknown,involved in fimbrial asembly,NC_000913.3:562335-563319,145698227,(CELLULAR PROCESSES AND SIGNALING) [N] Cell motility,[COG3539] Pilin (type 1 fimbria component protein),945407,NP_415066.2,327,"FimA homolog, function unknown"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yjbJ,yjbJ,66.10745999999999,-0.720033554362522,0.6070833224215532,0.2806779326799474,0.4892631778743641,0.22353979428602708,BH_from_pvalue,stress-induced protein%2C UPF0337 family,,NC_000913.3:4259236-4259446,16131871,(POORLY CHARACTERIZED) [S] Function unknown,"[COG3237] Uncharacterized conserved protein YjbJ, UPF0337 family",948553,NP_418469.1,69,"stress-induced protein, UPF0337 family"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yhbY,yhbY,205.48020000000002,-0.5790836881642418,0.6693887973136345,0.20716632507358343,0.412111027358174,0.22293897632324755,BH_from_pvalue,RNA binding protein associated with pre-50S ribosomal subunits,,NC_000913.3:3327789-3328083,16131070,"(INFORMATION STORAGE AND PROCESSING) [J] Translation, ribosomal structure and biogenesis",[COG1534] RNA-binding protein YhbY,947688,NP_417647.1,97,RNA binding protein associated with pre-50S ribosomal subunits
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ynjB,ynjB,11.272256,-0.6046700033370156,0.6576217848456567,0.22226632535960586,0.42799726665266663,0.22285657450607355,BH_from_pvalue,putative ABC transporter periplasmic binding protein,,NC_000913.3:1836072-1839400,90111323,(POORLY CHARACTERIZED) [R] General function prediction only,"[COG4134] ABC-type uncharacterized transport system YnjBCD, periplasmic component",946271,NP_416268.2,388,putative ABC transporter periplasmic binding protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,rapA,rapA,6.490665999999999,0.48266071832764457,1.3973183228753217,0.14388615923871276,0.34546836245698087,0.2227921904697976,BH_from_pvalue,RNA polymerase remodeling/recycling factor ATPase%3B RNA polymerase-associated%2C ATP-dependent RNA translocase,probable ATP-dependent RNA helicase,NC_000913.3:60357-63264,16128053,"(INFORMATION STORAGE AND PROCESSING) [K] Transcription; [L] Replication, recombination and repair","[COG0553] Superfamily II DNA or RNA helicase, SNF2 family",948523,NP_414601.1,968,"RNA polymerase remodeling/recycling factor ATPase; RNA polymerase-associated, ATP-dependent RNA translocase"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,tpx,tpx,439.53639999999996,-0.45871740544873774,0.72763285630389,0.1312740137674833,0.32779640119359915,0.22220079319425348,BH_from_pvalue,lipid hydroperoxide peroxidase,thiol peroxidase,NC_000913.3:1388304-1388811,16129285,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG2077] Peroxiredoxin,945880,NP_415840.1,168,lipid hydroperoxide peroxidase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yibQ,yibQ,8.066744,-0.3964689434848614,0.7597154449467686,0.0849847544709788,0.27564599959866576,0.2218831725939915,BH_from_pvalue,putative polysaccharide deacetylase,,NC_000913.3:3788100-3790081,90111621,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG2861] Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family",948128,NP_418071.4,319,putative polysaccharide deacetylase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hycD,hycD,2.713254,0.7477685626943007,1.6791935878504078,0.2958184918102625,0.5050282629152768,0.22185120511992365,BH_from_pvalue,hydrogenase 3%2C membrane subunit,membrane-spanning protein of hydrogenase 3 (part of FHL complex),NC_000913.3:2846488-2847412,16130629,(METABOLISM) [C] Energy production and conversion,[COG0650] Formate hydrogenlyase subunit 4,948994,NP_417202.1,307,"hydrogenase 3, membrane subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,recD,recD,8.899332,0.42371106583789286,1.3413735558662987,0.10593856720571208,0.3000244918573984,0.22153448815193574,BH_from_pvalue,exonuclease V (RecBCD complex)%2C alpha chain,DNA helicase%2C ATP-dependent dsDNA/ssDNA exonuclease V subunit%2C ssDNA endonuclease,NC_000913.3:2950634-2958884,16130723,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair","[COG0507] ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I",947287,NP_417296.1,608,"exonuclease V (RecBCD complex), alpha chain"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,srlQ,srlQ,9.067478,0.5569434889252345,1.4711491190920987,0.19622214170450838,0.4001745189502846,0.2215245893158906,BH_from_pvalue,D-arabinose 5-phosphate isomerase,,NC_000913.3:2829046-2832289,90111480,(CELLULAR PROCESSES AND SIGNALING | METABOLISM) [G] Carbohydrate transport and metabolism; [M] Cell wall/membrane/envelope biogenesis,[COG0794] D-arabinose 5-phosphate isomerase GutQ,947587,NP_417188.4,321,D-arabinose 5-phosphate isomerase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,lysA,lysA,5.12019,0.5359712276371669,1.4499179161783853,0.1832661182064388,0.3861338183885781,0.221496627398589,BH_from_pvalue,diaminopimelate decarboxylase%2C PLP-binding,diaminopimelate decarboxylase,NC_000913.3:2977636-2978899,16130742,(METABOLISM) [E] Amino acid transport and metabolism,[COG0019] Diaminopimelate decarboxylase,947313,NP_417315.1,420,"diaminopimelate decarboxylase, PLP-binding"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yneK,yneK,0.8484742000000001,0.5317303336206236,1.445662048321599,0.18033045690964808,0.3833959857505985,0.22138722108224568,BH_from_pvalue,uncharacterized protein,,NC_000913.3:1615762-1616878,-,-,-,-,-,-,-
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,paaC,paaC,1.6217010000000003,0.6948149966351085,1.6186768494705857,0.27305293409392106,0.48067681399214574,0.22105318588390033,BH_from_pvalue,ring 1%2C2-phenylacetyl-CoA epoxidase subunit,,NC_000913.3:1455163-1455910,16129351,"(METABOLISM) [Q] Secondary metabolites biosynthesis, transport and catabolism","[COG3396] 1,2-phenylacetyl-CoA epoxidase, catalytic subunit",945956,NP_415908.1,248,"ring 1,2-phenylacetyl-CoA epoxidase subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,zntR,zntR,31.73848,-0.409064260417078,0.7531116875240669,0.09580892981805957,0.28823598123108796,0.22099770548184264,BH_from_pvalue,zntA gene transcriptional activator,,NC_000913.3:3438704-3439130,16131171,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG0789] DNA-binding transcriptional regulator, MerR family",947786,NP_417751.1,141,zntA gene transcriptional activator
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,livG,livG,1.8911200000000001,0.4147406521852679,1.3330590165878737,0.10153904850255124,0.2934232753065423,0.22085165324922476,BH_from_pvalue,branched-chain amino acid ABC transporter ATPase,ATP-binding component of high-affinity branched-chain amino acid transport system,NC_000913.3:3593438-3596403,16131327,(METABOLISM) [E] Amino acid transport and metabolism,"[COG0411] ABC-type branched-chain amino acid transport system, ATPase component",947967,NP_417912.1,255,branched-chain amino acid ABC transporter ATPase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ruvA,ruvA,24.72688,-0.4671536826253222,0.7233903799031703,0.13779454492473084,0.3376231777682453,0.22029460951920102,BH_from_pvalue,component of RuvABC resolvasome%2C regulatory subunit,Holliday junction helicase subunit B%3B branch migration%3B repair,NC_000913.3:1945364-1945976,16129814,"(INFORMATION STORAGE AND PROCESSING) [L] Replication, recombination and repair",[COG0632] Holliday junction resolvasome RuvABC DNA-binding subunit,946369,NP_416375.1,203,"component of RuvABC resolvasome, regulatory subunit"
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ycaN,ycaN,3.2668820000000003,0.43188191133099774,1.3489921110013279,0.11502199306732219,0.30899625666543584,0.22027997899329216,BH_from_pvalue,LysR family putative transcriptional regulator,putative transcriptional regulator LYSR-type,NC_000913.3:948659-949568,16128867,(INFORMATION STORAGE AND PROCESSING) [K] Transcription,"[COG0583] DNA-binding transcriptional regulator, LysR family",945523,NP_415420.1,302,LysR family putative transcriptional regulator
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,yccU,yccU,54.3331,0.24955389727677524,1.188839451355627,0.004601139570064548,0.13104222737475568,0.2202534581753921,BH_from_pvalue,putative CoA-binding protein,,NC_000913.3:1027945-1028359,90111196,(POORLY CHARACTERIZED) [R] General function prediction only,[COG1832] Predicted CoA-binding protein,949008,NP_415485.4,137,putative CoA-binding protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,hypC,hypC,42.471360000000004,-0.36993091588656757,0.7738195505879537,0.06799893959735903,0.2543960328465903,0.21992010645555207,BH_from_pvalue,hydrogenase maturation protein,pleiotrophic effects on 3 hydrogenase isozymes,NC_000913.3:2851000-2854264,16130635,"(CELLULAR PROCESSES AND SIGNALING) [O] Posttranslational modification, protein turnover, chaperones",[COG0298] Hydrogenase maturation factor,947192,NP_417208.1,90,hydrogenase maturation protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,murE,murE,21.60246,0.32892240537212114,1.256074821973552,0.042320961290589355,0.21531987640105704,0.21936357482263902,BH_from_pvalue,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase,,NC_000913.3:91412-97084,16128078,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,[COG0769] UDP-N-acetylmuramyl tripeptide synthase,944791,NP_414627.1,495,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ydhU,ydhU,22.61186,0.675593701593959,1.597253943556969,0.2664058263703696,0.47401346486655044,0.21903377563380622,BH_from_pvalue,putative cytochrome b subunit of YdhYVWXUT oxidoreductase complex,,NC_000913.3:1749562-1751013,16129626,(METABOLISM) [P] Inorganic ion transport and metabolism,[COG4117] Thiosulfate reductase cytochrome b subunit,945608,NP_416185.1,261,putative cytochrome b subunit of YdhYVWXUT oxidoreductase complex
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,lsrA,lsrA,6.885155999999999,-0.63354829860863,0.6445891016282946,0.24289794432728165,0.4513278998935968,0.21889589070422183,BH_from_pvalue,autoinducer 2 import ATP-binding protein,autoinducer-2 (AI-2)-transporting ATPase,NC_000913.3:1601489-1605039,16129472,(METABOLISM) [G] Carbohydrate transport and metabolism,"[COG1129] ABC-type sugar transport system, ATPase component",945680,NP_416030.1,511,autoinducer 2 import ATP-binding protein
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,cdsA,cdsA,33.07468,0.30194381010217164,1.2328043094276901,0.023191168082634557,0.18875151792301473,0.21864039559085857,BH_from_pvalue,CDP-diglyceride synthase,CDP-diglyceride synthetase,NC_000913.3:195676-196534,90111095,(METABOLISM) [I] Lipid transport and metabolism,[COG0575] CDP-diglyceride synthetase,944876,NP_414717.2,285,CDP-diglyceride synthase
beta_lactam,amoxicillin_resistant_mutant,amoxicillin_resistant_mutant_vs_control,not_regulated,ybdG,ybdG,23.29676,-0.34636495334638084,0.786563446074547,0.053950338182045816,0.2341002978425614,0.21841705854227864,BH_from_pvalue,mechanosensitive channel protein%2C miniconductance,putative transport,NC_000913.3:603415-604663,16128560,(CELLULAR PROCESSES AND SIGNALING) [M] Cell wall/membrane/envelope biogenesis,[COG0668] Small-conductance mechanosensitive channel,946243,NP_415109.1,415,"mechanosensitive channel protein, miniconductance"
